algorithm,run_id,sudoku_id,exec_time,branch_count
random,1,14,0.8318934440612793,40
random,2,14,1.579228162765503,88
random,3,14,0.9101970195770264,34
random,4,14,2.5786991119384766,220
random,5,14,3.7246506214141846,358
random,6,14,0.7684831619262695,26
random,7,14,3.7309353351593018,383
random,8,14,3.942700147628784,427
random,9,14,2.7815463542938232,215
random,10,14,0.6814193725585938,3
random,11,14,4.118529796600342,420
random,12,14,1.1986899375915527,58
random,13,14,2.1942455768585205,201
random,14,14,2.1195459365844727,171
random,0,15,3.0720417499542236,310
random,1,15,0.8896894454956055,45
random,2,15,0.6481161117553711,2
random,3,15,0.8988842964172363,33
random,4,15,1.17989182472229,70
random,5,15,0.7062232494354248,10
random,6,15,1.630791425704956,181
random,7,15,0.7883784770965576,30
random,8,15,1.9929461479187012,167
random,9,15,0.6305370330810547,7
random,10,15,2.544201135635376,272
random,11,15,2.3363351821899414,216
random,12,15,0.9199426174163818,54
random,13,15,1.9218542575836182,186
random,14,15,2.623297929763794,257
random,0,16,1.1446151733398438,56
random,1,16,0.9236705303192139,49
random,2,16,0.8237249851226807,28
random,3,16,1.8206119537353516,138
random,4,16,0.6123998165130615,2
random,5,16,0.7428698539733887,13
random,6,16,1.1739494800567627,92
random,7,16,2.0146520137786865,151
random,8,16,1.1096420288085938,70
random,9,16,0.695206880569458,5
random,10,16,1.5671262741088867,137
random,11,16,0.8493273258209229,25
random,12,16,1.5719144344329834,116
random,13,16,1.120314121246338,53
random,14,16,0.6130781173706055,1
random,0,17,1.9245049953460693,149
random,1,17,1.7752571105957031,130
random,2,17,2.1253600120544434,179
random,3,17,1.0574235916137695,39
random,4,17,1.7513813972473145,169
random,5,17,1.435659646987915,81
random,6,17,2.320556640625,186
random,7,17,0.6622393131256104,5
random,8,17,2.8227803707122803,257
random,9,17,1.8841936588287354,130
random,10,17,1.2869596481323242,64
random,11,17,0.6292538642883301,3
random,12,17,0.60738205909729,1
random,13,17,1.7732586860656738,150
random,14,17,1.0254271030426025,52
random,0,18,0.9139983654022217,48
random,1,18,2.0788137912750244,183
random,2,18,1.9973652362823486,162
random,3,18,0.7474312782287598,19
random,4,18,0.8000621795654297,23
random,5,18,2.3552253246307373,198
random,6,18,0.7041096687316895,11
random,7,18,2.8438940048217773,250
random,8,18,2.5695507526397705,227
random,9,18,0.8590202331542969,29
random,10,18,0.9537403583526611,38
random,11,18,1.5910024642944336,114
random,12,18,0.6112809181213379,2
random,13,18,1.2931909561157227,95
random,14,18,0.6575284004211426,4
random,0,19,1.040722370147705,71
random,1,19,3.6172170639038086,449
random,2,19,1.0607287883758545,68
random,3,19,1.301253080368042,98
random,4,19,1.4732651710510254,88
random,5,19,2.5109927654266357,274
random,6,19,2.9262521266937256,310
random,7,19,1.8856394290924072,145
random,8,19,1.9304475784301758,171
random,9,19,2.2267777919769287,207
random,10,19,3.0648956298828125,360
random,11,19,1.156785011291504,75
random,12,19,1.0966744422912598,83
random,13,19,0.76473069190979,13
random,14,19,0.8525402545928955,24
random,0,20,1.3126575946807861,98
random,1,20,1.029019832611084,60
random,2,20,0.8175897598266602,24
random,3,20,1.1819303035736084,66
random,4,20,1.3756704330444336,98
random,5,20,0.6941053867340088,5
random,6,20,3.192948579788208,332
random,7,20,0.9913136959075928,49
random,8,20,1.716447114944458,151
random,9,20,0.653754472732544,2
random,10,20,1.9099578857421875,181
random,11,20,0.7545959949493408,14
random,12,20,1.228320837020874,85
random,13,20,0.7182223796844482,6
random,14,20,1.264343023300171,78
random,0,21,1.4373438358306885,126
random,1,21,2.286207675933838,264
random,2,21,1.4860048294067383,125
random,3,21,0.8365957736968994,29
random,4,21,1.2240779399871826,109
random,5,21,0.7128844261169434,8
random,6,21,1.4861876964569092,145
random,7,21,0.8202805519104004,21
random,8,21,1.7873809337615967,156
random,9,21,1.9819774627685547,199
random,10,21,1.257293701171875,98
random,11,21,1.8567497730255127,156
random,12,21,1.4886906147003174,150
random,13,21,0.9052238464355469,40
random,14,21,1.9548416137695312,197
random,0,22,3.050462007522583,284
random,1,22,4.438096046447754,448
random,2,22,6.3495869636535645,677
random,3,22,6.402304649353027,646
random,4,22,4.113155841827393,376
random,5,22,1.0719869136810303,54
random,6,22,1.9573369026184082,147
random,7,22,3.5798614025115967,323
random,8,22,1.8648638725280762,155
random,9,22,1.8538267612457275,151
random,10,22,2.5707857608795166,218
random,11,22,0.7383706569671631,17
random,12,22,3.211742639541626,325
random,13,22,2.134734630584717,188
random,14,22,1.2394869327545166,96
random,0,23,1.2592909336090088,77
random,1,23,0.9743485450744629,47
random,2,23,1.4809715747833252,119
random,3,23,1.1582231521606445,70
random,4,23,0.8905899524688721,25
random,5,23,0.9194259643554688,39
random,6,23,1.6288020610809326,136
random,7,23,1.0705430507659912,64
random,8,23,1.037837028503418,54
random,9,23,1.8311665058135986,172
random,10,23,0.6132793426513672,3
random,11,23,1.0941212177276611,57
random,12,23,1.2815301418304443,100
random,13,23,1.090416669845581,54
random,14,23,2.654905080795288,243
random,0,24,1.1159389019012451,103
random,1,24,3.017092704772949,407
random,2,24,1.534548282623291,96
random,3,24,1.1800403594970703,84
random,4,24,0.8071823120117188,12
random,5,24,1.3070945739746094,93
random,6,24,1.9716200828552246,203
random,7,24,0.674238920211792,6
random,8,24,1.2701308727264404,88
random,9,24,1.282712459564209,85
random,10,24,1.427595853805542,118
random,11,24,1.4839916229248047,116
random,12,24,3.252518892288208,401
random,13,24,2.8696506023406982,353
random,14,24,1.5043623447418213,133
random,0,25,1.0586073398590088,52
random,1,25,1.1910533905029297,91
random,2,25,2.0561182498931885,197
random,3,25,1.5004429817199707,104
random,4,25,1.0339140892028809,51
random,5,25,1.0354671478271484,59
random,6,25,1.2110447883605957,93
random,7,25,1.2433686256408691,92
random,8,25,1.3527750968933105,94
random,9,25,0.9452924728393555,56
random,10,25,1.8623847961425781,166
random,11,25,0.7081468105316162,3
random,12,25,1.251702070236206,89
random,13,25,0.6647417545318604,9
random,14,25,1.0483100414276123,69
random,0,26,3.9234323501586914,385
random,1,26,1.1802833080291748,45
random,2,26,1.8142359256744385,153
random,3,26,0.6474096775054932,2
random,4,26,0.720428466796875,12
random,5,26,0.9034240245819092,26
random,6,26,3.383903980255127,376
random,7,26,1.4546856880187988,110
random,8,26,3.0693233013153076,307
random,9,26,1.870295524597168,148
random,10,26,0.657867431640625,2
random,11,26,2.7072644233703613,276
random,12,26,0.7079992294311523,5
random,13,26,0.7476060390472412,15
random,14,26,1.0847504138946533,43
random,0,27,1.2266581058502197,84
random,1,27,0.6421566009521484,2
random,2,27,2.164566993713379,183
random,3,27,0.7960717678070068,33
random,4,27,1.0024428367614746,45
random,5,27,1.3824915885925293,103
random,6,27,1.3574349880218506,99
random,7,27,1.0390760898590088,53
random,8,27,2.3068158626556396,196
random,9,27,1.3373017311096191,87
random,10,27,2.211738109588623,213
random,11,27,1.194291114807129,71
random,12,27,0.6759066581726074,4
random,13,27,0.8318390846252441,7
random,14,27,0.8520920276641846,29
random,0,28,2.8567569255828857,283
random,1,28,1.7658843994140625,109
random,2,28,2.138690948486328,206
random,3,28,2.3795599937438965,221
random,4,28,2.051394462585449,169
random,5,28,4.1620659828186035,422
random,6,28,0.64687180519104,3
random,7,28,2.376091957092285,172
random,8,28,0.7820765972137451,13
random,9,28,1.966799020767212,175
random,10,28,0.6946594715118408,10
random,11,28,1.139277458190918,58
random,12,28,2.4156486988067627,218
random,13,28,2.046626567840576,181
random,14,28,2.836186408996582,268
random,0,29,1.2380797863006592,72
random,1,29,1.350956916809082,94
random,2,29,1.1369032859802246,58
random,3,29,1.865929365158081,159
random,4,29,1.1591792106628418,71
random,5,29,1.3371930122375488,89
random,6,29,0.8613691329956055,29
random,7,29,2.4621999263763428,226
random,8,29,1.6267876625061035,132
random,9,29,1.169187307357788,84
random,10,29,1.3056864738464355,90
random,11,29,2.4720332622528076,230
random,12,29,0.9555830955505371,43
random,13,29,1.2360146045684814,84
random,14,29,0.6217806339263916,1
random,0,30,1.9197208881378174,177
random,1,30,1.0457980632781982,70
random,2,30,1.0015430450439453,38
random,3,30,1.6691913604736328,146
random,4,30,1.028045892715454,69
random,5,30,1.971771240234375,189
random,6,30,1.656815767288208,122
random,7,30,1.0878980159759521,57
random,8,30,1.2134582996368408,81
random,9,30,0.6494688987731934,2
random,10,30,1.5452570915222168,137
random,11,30,0.8119676113128662,21
random,12,30,2.4996371269226074,256
random,13,30,1.4282572269439697,110
random,14,30,1.9457359313964844,209
random,0,31,2.1798202991485596,147
random,1,31,4.125841856002808,431
random,2,31,4.018406629562378,399
random,3,31,2.624382257461548,248
random,4,31,1.735971450805664,126
random,5,31,0.6983234882354736,7
random,6,31,2.048130512237549,161
random,7,31,2.3560760021209717,225
random,8,31,1.2770912647247314,80
random,9,31,1.5455622673034668,124
random,10,31,2.149721145629883,166
random,11,31,1.760984182357788,127
random,12,31,1.0498907566070557,59
random,13,31,1.2460546493530273,74
random,14,31,4.026967763900757,377
random,0,32,1.0450310707092285,41
random,1,32,1.5537943840026855,123
random,2,32,2.6584622859954834,219
random,3,32,0.7994298934936523,18
random,4,32,0.8146848678588867,14
random,5,32,4.44315242767334,459
random,6,32,2.535223960876465,222
random,7,32,0.6215488910675049,1
random,8,32,1.5362589359283447,88
random,9,32,0.7068021297454834,11
random,10,32,1.2620949745178223,57
random,11,32,2.5251924991607666,196
random,12,32,1.5214312076568604,112
random,13,32,1.3731193542480469,85
random,14,32,1.4431912899017334,69
random,0,33,5.792536973953247,537
random,1,33,2.501763105392456,184
random,2,33,3.1112165451049805,245
random,3,33,1.1824114322662354,57
random,4,33,2.000192642211914,156
random,5,33,4.143637657165527,368
random,6,33,5.986952066421509,601
random,7,33,5.156569957733154,502
random,8,33,1.4959728717803955,83
random,9,33,1.0177686214447021,23
random,10,33,1.9255025386810303,145
random,11,33,1.3917455673217773,87
random,12,33,0.8062429428100586,21
random,13,33,4.524732351303101,416
random,14,33,3.927244186401367,363
random,0,34,1.1662745475769043,99
random,1,34,1.5180904865264893,175
random,2,34,0.785935640335083,32
random,3,34,0.994110107421875,81
random,4,34,0.9206523895263672,67
random,5,34,1.1450402736663818,65
random,6,34,2.1585640907287598,245
random,7,34,1.676185131072998,190
random,8,34,1.7880640029907227,171
random,9,34,1.3745603561401367,123
random,10,34,0.7181110382080078,5
random,11,34,1.2995030879974365,114
random,12,34,0.8105230331420898,20
random,13,34,3.097052574157715,451
random,14,34,1.447143793106079,128
random,0,35,1.7163288593292236,117
random,1,35,1.3993592262268066,78
random,2,35,1.3917386531829834,96
random,3,35,0.7520627975463867,17
random,4,35,1.5922458171844482,107
random,5,35,0.61649489402771,1
random,6,35,1.1098296642303467,49
random,7,35,1.0752367973327637,55
random,8,35,1.0886304378509521,66
random,9,35,1.273639440536499,77
random,10,35,1.7927818298339844,172
random,11,35,1.2679572105407715,79
random,12,35,1.0702297687530518,51
random,13,35,1.780918836593628,143
random,14,35,1.9465694427490234,161
random,0,36,2.702321767807007,325
random,1,36,1.5570125579833984,121
random,2,36,1.3192753791809082,100
random,3,36,4.399163484573364,556
random,4,36,2.007915496826172,221
random,5,36,1.655205249786377,131
random,6,36,1.2896804809570312,97
random,7,36,0.8825829029083252,36
random,8,36,1.889289379119873,185
random,9,36,1.9324333667755127,201
random,10,36,3.6941633224487305,458
random,11,36,1.044278621673584,60
random,12,36,0.6383171081542969,3
random,13,36,1.510488510131836,115
random,14,36,3.202540874481201,340
random,0,37,0.641143798828125,3
random,1,37,1.0086028575897217,54
random,2,37,2.995659112930298,323
random,3,37,1.1734821796417236,87
random,4,37,1.5966691970825195,130
random,5,37,1.424757957458496,123
random,6,37,2.001493453979492,177
random,7,37,1.6083452701568604,161
random,8,37,2.2406044006347656,241
random,9,37,2.177483320236206,208
random,10,37,1.43943190574646,110
random,11,37,0.8290350437164307,26
random,12,37,1.7617201805114746,173
random,13,37,1.8079919815063477,149
random,14,37,0.8671975135803223,28
random,0,38,1.1255521774291992,65
random,1,38,0.9246969223022461,47
random,2,38,1.6633665561676025,122
random,3,38,1.1891686916351318,80
random,4,38,1.8604481220245361,149
random,5,38,0.8084347248077393,28
random,6,38,0.9428591728210449,39
random,7,38,2.1541144847869873,204
random,8,38,1.1549949645996094,50
random,9,38,1.2824976444244385,70
random,10,38,1.4480419158935547,118
random,11,38,1.9402215480804443,160
random,12,38,1.8546802997589111,161
random,13,38,1.4708857536315918,111
random,14,38,1.891035795211792,157
random,0,39,0.8143908977508545,21
random,1,39,1.3407444953918457,109
random,2,39,0.8017539978027344,25
random,3,39,1.551753044128418,122
random,4,39,1.9907593727111816,170
random,5,39,2.0175108909606934,214
random,6,39,1.3104398250579834,81
random,7,39,2.1934430599212646,250
random,8,39,2.168034553527832,190
random,9,39,2.2635977268218994,217
random,10,39,0.7466528415679932,9
random,11,39,2.512214183807373,237
random,12,39,2.1470158100128174,196
random,13,39,2.090071201324463,186
random,14,39,2.9735488891601562,290
random,0,40,1.8593602180480957,120
random,1,40,6.617146015167236,732
random,2,40,3.0918233394622803,326
random,3,40,1.1699016094207764,63
random,4,40,2.352112293243408,180
random,5,40,3.9510436058044434,398
random,6,40,0.6898539066314697,6
random,7,40,2.966092109680176,297
random,8,40,4.945093393325806,553
random,9,40,4.95245623588562,551
random,10,40,2.4301111698150635,180
random,11,40,2.376952648162842,217
random,12,40,5.744861364364624,680
random,13,40,4.498294353485107,467
random,14,40,3.8300607204437256,384
random,0,41,1.6371335983276367,95
random,1,41,0.6398143768310547,1
random,2,41,1.8626248836517334,122
random,3,41,0.7521812915802002,6
random,4,41,3.456392288208008,303
random,5,41,1.1208312511444092,59
random,6,41,0.7367596626281738,4
random,7,41,1.770491361618042,106
random,8,41,0.8580718040466309,33
random,9,41,1.6405565738677979,100
random,10,41,1.3100438117980957,48
random,11,41,1.1886811256408691,56
random,12,41,3.362409830093384,261
random,13,41,2.6604597568511963,188
random,14,41,2.9881625175476074,260
random,0,42,1.0465514659881592,59
random,1,42,3.506420373916626,333
random,2,42,2.141674518585205,196
random,3,42,3.87282395362854,450
random,4,42,1.6485002040863037,134
random,5,42,1.3932507038116455,93
random,6,42,1.7557969093322754,139
random,7,42,1.8736906051635742,214
random,8,42,3.1481292247772217,317
random,9,42,2.9461004734039307,295
random,10,42,2.643670082092285,273
random,11,42,1.8511567115783691,155
random,12,42,0.7903530597686768,18
random,13,42,1.883314609527588,163
random,14,42,4.382290840148926,482
random,0,43,0.9389381408691406,48
random,1,43,0.9595348834991455,59
random,2,43,3.294668436050415,360
random,3,43,1.1042406558990479,69
random,4,43,1.479175329208374,88
random,5,43,1.449836254119873,132
random,6,43,2.042849063873291,230
random,7,43,2.2366812229156494,271
random,8,43,0.7378196716308594,18
random,9,43,0.6568100452423096,3
random,10,43,2.5209083557128906,224
random,11,43,2.221022844314575,213
random,12,43,1.2574920654296875,95
random,13,43,1.5702855587005615,158
random,14,43,3.251288652420044,395
random,0,44,1.176234483718872,87
random,1,44,1.710951805114746,166
random,2,44,0.7516396045684814,25
random,3,44,1.7118113040924072,189
random,4,44,1.764204740524292,175
random,5,44,1.2623710632324219,87
random,6,44,1.5505568981170654,144
random,7,44,0.9701132774353027,58
random,8,44,0.6267342567443848,2
random,9,44,1.7232563495635986,166
random,10,44,1.389624834060669,109
random,11,44,1.8658888339996338,192
random,12,44,1.9456026554107666,218
random,13,44,1.0668156147003174,63
random,14,44,1.076448678970337,71
random,0,45,0.7883563041687012,28
random,1,45,0.6288056373596191,2
random,2,45,0.7969315052032471,20
random,3,45,0.7551281452178955,35
random,4,45,0.6394596099853516,7
random,5,45,0.8363115787506104,41
random,6,45,1.610766887664795,165
random,7,45,0.7757358551025391,23
random,8,45,1.0967655181884766,101
random,9,45,0.7368240356445312,10
random,10,45,0.7596449851989746,9
random,11,45,0.8699822425842285,47
random,12,45,0.6142206192016602,1
random,13,45,0.7100791931152344,11
random,14,45,1.0289688110351562,115
random,0,46,0.834061861038208,39
random,1,46,0.6136510372161865,3
random,2,46,1.6443347930908203,177
random,3,46,1.2694733142852783,101
random,4,46,1.9231562614440918,167
random,5,46,0.6691827774047852,3
random,6,46,2.7057347297668457,261
random,7,46,1.3819921016693115,107
random,8,46,1.0011613368988037,44
random,9,46,0.8022463321685791,17
random,10,46,1.2633144855499268,81
random,11,46,0.8528509140014648,28
random,12,46,2.368079423904419,273
random,13,46,1.8483619689941406,192
random,14,46,1.3743007183074951,98
random,0,47,0.6521389484405518,4
random,1,47,1.8688149452209473,174
random,2,47,1.4357445240020752,111
random,3,47,1.5370209217071533,133
random,4,47,2.589191436767578,245
random,5,47,1.7384068965911865,116
random,6,47,1.9094929695129395,171
random,7,47,0.8636643886566162,23
random,8,47,1.3291361331939697,72
random,9,47,0.9393954277038574,40
random,10,47,0.7243952751159668,13
random,11,47,1.9418489933013916,193
random,12,47,0.7546391487121582,18
random,13,47,1.070984125137329,58
random,14,47,3.565683126449585,402
random,0,48,2.4515187740325928,249
random,1,48,1.9466698169708252,174
random,2,48,0.644763708114624,2
random,3,48,0.7479841709136963,13
random,4,48,1.0895824432373047,61
random,5,48,1.7752583026885986,141
random,6,48,2.134289026260376,206
random,7,48,2.262523651123047,203
random,8,48,2.236966609954834,194
random,9,48,1.2257771492004395,84
random,10,48,1.835402011871338,171
random,11,48,2.0768673419952393,205
random,12,48,1.5135433673858643,104
random,13,48,0.86922287940979,28
random,14,48,0.6854634284973145,11
random,0,49,0.7617959976196289,23
random,1,49,1.4317922592163086,152
random,2,49,0.6935269832611084,5
random,3,49,1.2730202674865723,143
random,4,49,0.7608199119567871,24
random,5,49,1.3465704917907715,94
random,6,49,1.6004962921142578,149
random,7,49,0.8936395645141602,43
random,8,49,0.9410490989685059,47
random,9,49,0.8258211612701416,25
random,10,49,0.7518701553344727,20
random,11,49,0.788853645324707,32
random,12,49,1.1244168281555176,84
random,13,49,0.69956374168396,9
random,14,49,0.9356777667999268,46
random,0,50,1.225888729095459,72
random,1,50,1.061643123626709,56
random,2,50,1.5942294597625732,128
random,3,50,1.2922778129577637,86
random,4,50,1.0787549018859863,39
random,5,50,1.1240346431732178,55
random,6,50,0.6239302158355713,1
random,7,50,1.9550752639770508,189
random,8,50,0.6810777187347412,8
random,9,50,0.6548163890838623,2
random,10,50,1.495039939880371,90
random,11,50,1.0571279525756836,33
random,12,50,1.5346803665161133,99
random,13,50,1.8851540088653564,125
random,14,50,1.012948751449585,42
random,0,51,1.2154009342193604,93
random,1,51,2.2637388706207275,228
random,2,51,1.8640499114990234,193
random,3,51,1.4530503749847412,94
random,4,51,1.138495922088623,63
random,5,51,1.403479814529419,98
random,6,51,1.1823318004608154,79
random,7,51,0.9096634387969971,32
random,8,51,1.1091327667236328,50
random,9,51,0.9405725002288818,37
random,10,51,0.952918529510498,40
random,11,51,1.0934748649597168,58
random,12,51,2.791224956512451,295
random,13,51,2.0290236473083496,189
random,14,51,0.745948314666748,8
random,0,52,0.7755177021026611,20
random,1,52,2.160153388977051,168
random,2,52,0.8080379962921143,18
random,3,52,1.6307473182678223,142
random,4,52,1.1917612552642822,86
random,5,52,1.7506022453308105,158
random,6,52,1.1348834037780762,45
random,7,52,2.0942463874816895,182
random,8,52,2.339324951171875,217
random,9,52,1.4571537971496582,105
random,10,52,2.449270248413086,194
random,11,52,0.8149921894073486,22
random,12,52,1.1617417335510254,58
random,13,52,0.7828817367553711,12
random,14,52,3.1346287727355957,309
random,0,53,1.8045642375946045,219
random,1,53,1.957453727722168,188
random,2,53,0.8936512470245361,48
random,3,53,1.1468334197998047,95
random,4,53,0.9729006290435791,70
random,5,53,0.7292859554290771,16
random,6,53,2.0077457427978516,212
random,7,53,0.6769945621490479,4
random,8,53,0.7257101535797119,20
random,9,53,1.4604899883270264,117
random,10,53,2.8624887466430664,399
random,11,53,0.643181324005127,3
random,12,53,1.2567503452301025,127
random,13,53,0.6649692058563232,3
random,14,53,0.8092606067657471,25
random,0,54,8.648933410644531,982
random,1,54,2.080836057662964,185
random,2,54,5.442786931991577,599
random,3,54,3.455331325531006,342
random,4,54,3.794083833694458,400
random,5,54,3.545910120010376,383
random,6,54,8.23296308517456,1013
random,7,54,1.3350846767425537,65
random,8,54,4.436905860900879,459
random,9,54,4.047913312911987,466
random,10,54,3.361359119415283,376
random,11,54,4.582217693328857,537
random,12,54,6.433223009109497,808
random,13,54,2.3193905353546143,215
random,14,54,5.642959833145142,663
random,0,55,0.6154677867889404,1
random,1,55,0.6145732402801514,1
random,2,55,1.6961820125579834,125
random,3,55,1.1285309791564941,57
random,4,55,4.32769250869751,431
random,5,55,0.6180522441864014,1
random,6,55,2.785935401916504,304
