algorithm,run_id,sudoku_id,exec_time,branch_count
random,0,0,0.0013453960418701172,1
random,1,0,0.0013892650604248047,1
random,2,0,0.0013453960418701172,1
random,3,0,0.001384735107421875,1
random,4,0,0.0013980865478515625,1
random,5,0,0.0013530254364013672,1
random,6,0,0.0013880729675292969,1
random,7,0,0.0013861656188964844,1
random,8,0,0.001398324966430664,1
random,9,0,0.0013532638549804688,1
random,10,0,0.001344442367553711,1
random,11,0,0.001390218734741211,1
random,12,0,0.0013408660888671875,1
random,13,0,0.0014107227325439453,1
random,14,0,0.001344442367553711,1
random,0,1,0.0013537406921386719,1
random,1,1,0.0013644695281982422,1
random,2,1,0.0013887882232666016,1
random,3,1,0.0013582706451416016,1
random,4,1,0.0014183521270751953,1
random,5,1,0.0013608932495117188,1
random,6,1,0.0013675689697265625,1
random,7,1,0.0013921260833740234,1
random,8,1,0.0013766288757324219,1
random,9,1,0.001397848129272461,1
random,10,1,0.0013856887817382812,1
random,11,1,0.0013568401336669922,1
random,12,1,0.0013589859008789062,1
random,13,1,0.0013592243194580078,1
random,14,1,0.0013971328735351562,1
random,0,2,0.0014421939849853516,1
random,1,2,0.0014262199401855469,1
random,2,2,0.0014214515686035156,1
random,3,2,0.0014607906341552734,1
random,4,2,0.0014171600341796875,1
random,5,2,0.0014660358428955078,1
random,6,2,0.001421213150024414,1
random,7,2,0.0014178752899169922,1
random,8,2,0.0014514923095703125,1
random,9,2,0.0014388561248779297,1
random,10,2,0.0015196800231933594,1
random,11,2,0.0014433860778808594,1
random,12,2,0.0014164447784423828,1
random,13,2,0.0014493465423583984,1
random,14,2,0.0014159679412841797,1
random,0,3,0.0013167858123779297,1
random,1,3,0.001386404037475586,1
random,2,3,0.0013885498046875,1
random,3,3,0.00133514404296875,1
random,4,3,0.0013561248779296875,1
random,5,3,0.0013208389282226562,1
random,6,3,0.00135040283203125,1
random,7,3,0.0013213157653808594,1
random,8,3,0.0013515949249267578,1
random,9,3,0.0013310909271240234,1
random,10,3,0.001313924789428711,1
random,11,3,0.001373291015625,1
random,12,3,0.0013234615325927734,1
random,13,3,0.0013499259948730469,1
random,14,3,0.0013251304626464844,1
random,0,4,0.001371622085571289,1
random,1,4,0.0014004707336425781,1
random,2,4,0.0014312267303466797,1
random,3,4,0.0013775825500488281,1
random,4,4,0.0014116764068603516,1
random,5,4,0.0013697147369384766,1
random,6,4,0.001379251480102539,1
random,7,4,0.0014069080352783203,1
random,8,4,0.0014171600341796875,1
random,9,4,0.0014090538024902344,1
random,10,4,0.0013883113861083984,1
random,11,4,0.0014102458953857422,1
random,12,4,0.0013821125030517578,1
random,13,4,0.0013768672943115234,1
random,14,4,0.001416921615600586,1
random,0,5,0.0014636516571044922,1
random,1,5,0.0013418197631835938,1
random,2,5,0.0013606548309326172,1
random,3,5,0.0013408660888671875,1
random,4,5,0.0013344287872314453,1
random,5,5,0.0013728141784667969,1
random,6,5,0.0013310909271240234,1
random,7,5,0.0014095306396484375,1
random,8,5,0.0013418197631835938,1
random,9,5,0.0013401508331298828,1
random,10,5,0.0013327598571777344,1
random,11,5,0.0013341903686523438,1
random,12,5,0.0013735294342041016,1
random,13,5,0.0013568401336669922,1
random,14,5,0.0013813972473144531,1
random,0,6,0.001384735107421875,1
random,1,6,0.0013730525970458984,1
